"study_id","Author","Year","hop_code","h2","effect_rows","fixed_effect_mean_rr","fixed_effect_variance","unweighted_mean_rr","mean_absolute_rr","min_rr","max_rr"
"Gustafson and Casper 2004||2004","Gustafson and Casper 2004","2004","H2","1","18","0.009545936350309071","0.0014785488042952325","-0.013701494333333333","0.3814436262222222","-0.993804412","0.638206063"
"Heinze,2016||2016","Heinze,2016","2016","H1","0","9","-0.306124889979051","0.0102106196748971","-0.3219531141111111","0.44599114300000003","-1.056052674","0.340082349"
"Heinze,2016||2016","Heinze,2016","2016","H2","1","9","0.33463040624415075","0.00241045006905468","0.43057515888888886","0.46003737399999994","-0.110839981","0.815844231"
"Heinze,2019||2019","Heinze,2019","2019","H1","0","72","-0.023566339131362364","0.00012582116374139617","-0.024676987875","0.14736244773611112","-0.424130402","0.323929863"
"Heinze,2020||2020","Heinze,2020","2020","H1","0","40","0.020673661620907096","0.0006037855709425682","0.03467054872499999","0.204171266125","-0.445538382","0.627613139"
"Heinze-Joshi,2018||2018","Heinze-Joshi,2018","2018","H1","0","12","-0.0855648421343225","0.004850025989114095","-0.11314754175000001","0.1762791675833333","-0.377217216","0.233193887"
"Hemrova,2016||2016","Hemrova,2016","2016","H1","0","12","-0.5106937609484128","0.0027640694961274226","-0.5272585471666668","0.6161429251666667","-1.263171599","0.533306268"
"Holah and Alexander 1999||1999","Holah and Alexander 1999","1999","H2","1","4","-0.08406193163565782","0.002057827509651323","-0.19744322775","0.55192540525","-1.376538186","0.460341718"
"Huangfu et al. 2022||2022","Huangfu et al. 2022","2022","H2","1","24","-0.04671931599640068","3.692507128598783e-05","-0.15087327154166666","0.3207696640416667","-0.76665787","0.766350585"
"Jiang et al. 2022||2022","Jiang et al. 2022","2022","H1","0","20","-0.0413830947955979","0.0005768086222244091","0.019441351899999997","0.1326583028","-0.235202212","0.345099509"
"Jiang et al. 2022||2022","Jiang et al. 2022","2022","H2","1","18","-0.014306732234761423","0.000676115738178051","-0.013987245111111109","0.10771577766666665","-0.285941428","0.213701475"
"Jiang, 2010||2010","Jiang, 2010","2010","H1","0","30","0.12442451638666344","0.0009973646349087247","0.06833848000000001","0.32281658800000007","-0.56216356","1.032212564"
"Jin et al. 2020||2020","Jin et al. 2020","2020","H2","1","1","-0.085954361","0.071912546","-0.085954361","0.085954361","-0.085954361","-0.085954361"
"Kardol et al. 2006||2006","Kardol et al. 2006","2006","H2","1","6","0.08970095741812334","0.0007208830170540564","0.054566211","0.08699368","-0.055059777","0.230523659"
"Ke et al. 2021||2021","Ke et al. 2021","2021","H2","1","16","-0.04644606875527611","8.36353317617525e-05","-0.133055872625","0.16299285487499998","-0.456431552","0.188400603"
"Kim et al. 2015||2015","Kim et al. 2015","2015","H2","1","7","-0.07499047773939527","0.0012320741273701957","-0.1001883332857143","0.18539925642857144","-0.409121419","0.148873623"
"Kiniry et al. 2020||2020","Kiniry et al. 2020","2020","H2","1","4","-0.7849174461667692","0.019220442320839498","-0.76515912125","0.76515912125","-1.017850932","-0.488237394"
"Knevel et al. 2004||2004","Knevel et al. 2004","2004","H2","1","1","0.374693449","0.002873596","0.374693449","0.374693449","0.374693449","0.374693449"
"Kuebbing et al. 2016||2016","Kuebbing et al. 2016","2016","H2","1","2","-0.13005484648190616","0.025660377461018152","-0.202732554","0.202732554","-0.405465108","0.0"
"Kueffer 2010||2010","Kueffer 2010","2010","H2","1","2","0.20789504281380172","0.02228436587944128","0.1904421215","0.1904421215","0.01542447","0.365459773"
"Kulmatiski et al. 2006||2006","Kulmatiski et al. 2006","2006","H1","0","2","0.7233581650148492","0.012476630849395284","0.8509056165","0.8509056165","0.268263987","1.433547246"
"Kulmatiski et al. 2011 SBB||2011","Kulmatiski et al. 2011 SBB","2011","H2","1","2","0.11079883045619303","0.01318470151772432","-0.05239008949999999","0.4145413405","-0.46693143","0.362151251"
"Kulmatiski, unpubl. Data||2008","Kulmatiski, unpubl. Data","2008","H1","0","6","0.7213755842768105","0.0019936803834836397","0.7595306553333333","0.9595058616666665","-0.599925619","2.172476408"
"Lalibert_x0001_e et al. 2015||2015","Lalibert_x0001_e et al. 2015","2015","H2","1","2","-0.8725659026099992","0.021424985934363025","-0.7506175285","0.7506175285","-1.380337127","-0.12089793"
"Lance et al. 2020||2020","Lance et al. 2020","2020","H1","0","16","-0.002088812811607448","3.672201396470387e-05","-0.019245716125000006","0.05394154050000001","-0.43921531","0.133267518"
"Larios et al. 2015||2015","Larios et al. 2015","2015","H2","1","12","0.01802800130352593","0.001912738091924614","-0.029277070000000027","0.355807437","-1.705452566","0.847888005"
"Le Roux et al. 2018||2018","Le Roux et al. 2018","2018","H2","1","7","1.2275744716796138","0.0118516864350853","1.2455235542857144","1.2455235542857144","0.609473923","2.082046703"
"Li et al. 2011 SASB||2011","Li et al. 2011 SASB","2011","H2","1","1","0.843062691","0.38771397299999993","0.843062691","0.843062691","0.843062691","0.843062691"
"Li et al. 2011 SAS||2011","Li et al. 2011 SAS","2011","H2","1","3","0.6745888762756562","0.0009472686746688255","0.669704012","0.669704012","0.582818685","0.748351735"
"Li et al. 2022||2022","Li et al. 2022","2022","H2","1","2","0.1236751228723725","0.01169472573226477","0.03535938849999999","0.16733355249999998","-0.131974164","0.202692941"
"Liang et al. 2015||2015","Liang et al. 2015","2015","H2","1","36","0.08172940702123976","0.00018151625607399274","0.06851889716666666","0.15412771577777776","-0.223212554","0.59511782"
"Liang et al. 2016||2016","Liang et al. 2016","2016","H2","1","6","2.3375097775859888","0.0003871138170774169","2.9802290405","2.9802290405","1.378164235","4.555408676"
"Liang et al. 2020||2020","Liang et al. 2020","2020","H1","0","30","0.23801751880087516","0.0008147099750717442","-0.010894387400000006","0.3809058596","-1.096449398","1.051907946"
"Lozano.2019||2019","Lozano.2019","2019","H2","1","13","-0.061978740526642234","0.000840418327421211","-0.022934273461538465","0.28735892669230767","-0.769207219","0.673012272"
"Lu et al. 2021||2021","Lu et al. 2021","2021","H2","1","6","-0.08528258098095964","0.002519799432587864","-0.1044559965","0.7116785618333332","-1.380903512","0.726534197"
"Lucero et al. 2020||2020","Lucero et al. 2020","2020","H2","1","8","-0.11945741187015664","0.0016865545229159556","-0.217444137875","0.320590948375","-0.975495907","0.282000239"
"Ma,2019||2019","Ma,2019","2019","H2","1","6","-0.6500984361053754","0.011277820710379062","-0.527613948","0.5778480816666667","-1.133047565","0.150702401"
"Mangan et al. 2010||2010","Mangan et al. 2010","2010","H1","0","19","-0.12294588751296588","0.0006770858256654428","-0.13959922594736843","0.21444035763157898","-0.533643389","0.613975906"
"Markham,2009||2009","Markham,2009","2009","H2","1","16","-0.14792258630112107","0.00793430449598577","-0.4878246673125","1.1646248728125002","-2.120263536","1.666596326"
"McGinn et al. 2018||2018","McGinn et al. 2018","2018","H2","1","75","0.24051045513192612","0.0001993104739468862","0.41640622877333333","0.43392182410666663","-0.183334831","2.085477103"
"Meiman et al. 2006||2006","Meiman et al. 2006","2006","H2","1","1","-0.087011377","0.236723825","-0.087011377","0.087011377","-0.087011377","-0.087011377"
"Mo 2014||2014","Mo 2014","2014","H2","1","4","-0.3055754999845351","0.002932240127996514","-0.11356647600000006","0.47434237700000004","-0.710096739","0.547336833"
"Morris et al. 2006||2006","Morris et al. 2006","2006","H2","1","1","0.129677823","0.003764488","0.129677823","0.129677823","0.129677823","0.129677823"
"Nagendra et al. 2016||2016","Nagendra et al. 2016","2016","H2","1","24","0.17491048281586824","0.002758445697368003","0.044528956125","0.2277516997083333","-0.399933683","0.778342027"
"Nijjer et al. 2007||2007","Nijjer et al. 2007","2007","H2","1","10","0.062149885559540693","0.0014324178772965807","-0.021858650099999995","0.1520463865","-0.486532931","0.2135741"
"Niu et al 2007||2007","Niu et al 2007","2007","H2","1","8","-0.009299648509204795","0.00033718779199774226","0.0026063703749999983","0.171529021625","-0.255885865","0.29334781"
"Nuske et al. 2021||2021","Nuske et al. 2021","2021","H2","1","10","0.39298865918459164","0.0025696760164593854","0.40726457620000006","0.46611247080000007","-0.294239473","1.120164847"
"Orozco-Aceves,2017||2017","Orozco-Aceves,2017","2017","H2","1","4","0.25652772745354613","0.06550967347442228","0.223104907","0.223104907","0.083381609","0.391280473"
"Packer and Clay 2004||2004","Packer and Clay 2004","2004","H2","1","1","0.036701367","0.002084691","0.036701367","0.036701367","0.036701367","0.036701367"
"Peacher et al. 2020||2020","Peacher et al. 2020","2020","H2","1","8","-0.10615817630388209","0.0013315638208254055","-0.20520982712500002","0.292021087375","-0.793410806","0.185111943"
"Peltzer 2001||2001","Peltzer 2001","2001","H1","0","2","0.0","0.09803921530776351","0.0","0.0","0.0","0.0"
"Petermann et al. 2008||2008","Petermann et al. 2008","2008","H2","1","240","-0.41342003787068365","0.00018493820199577573","-0.4609080804041667","0.6656288586625","-5.235428278","1.824845194"
"Pfennigwerth et al. 2018||2018","Pfennigwerth et al. 2018","2018","H2","1","29","0.03242932079564679","0.0010915012358718862","-0.0011712159310344865","0.16022738620689655","-0.444462079","0.36433397"
"Pizano et al. 2014||2014","Pizano et al. 2014","2014","H2","1","3","-0.11469576563328628","0.0005221292871702416","-0.06058226766666666","0.06058226766666666","-0.135226787","0.0"
"Png et al. 2018||2018","Png et al. 2018","2018","H2","1","48","0.05462324015161661","0.0009471618878977191","0.11146831489583331","0.7153303358958333","-2.375460223","2.302760226"
"Porazinska,2014||2014","Porazinska,2014","2014","H2","1","2","-0.1587683383408666","0.0026294131485981483","-0.188720457","0.188720457","-0.23210847","-0.145332444"
"Puerta-Pinero et al. 2006||2006","Puerta-Pinero et al. 2006","2006","H2","1","7","-0.052764337869248217","0.011450817808462892","0.01231682242857143","0.30767851757142856","-0.610909082","0.379489622"
"Reinhart and Callaway 2004||2004","Reinhart and Callaway 2004","2004","H2","1","10","-0.3179327728045404","0.011896398656854311","-0.4875892613","0.4875892613","-0.92818552","-0.031097671"
"Reinhart et al. 2003||2003","Reinhart et al. 2003","2003","H2","1","8","-0.007011979604878813","0.0023084816144734025","0.14934529074999997","0.270998132","-0.310154928","0.575364145"
"Reinhart et al. 2005a Ecography||2005","Reinhart et al. 2005a Ecography","2005","H1","0","2","0.28818803786807196","0.018546686280865334","0.2421826275","0.2421826275","0.111917916","0.372447339"
"Reinhart et al. 2012||2012","Reinhart et al. 2012","2012","H2","1","6","0.03895346821163161","0.0036118222646808504","0.059433937500000006","0.18033466683333335","-0.156911841","0.325865859"
"Rigg et al. 2016||2016","Rigg et al. 2016","2016","H2","1","20","-0.0010941447923145094","0.00033083242637159323","-0.003166501950000003","0.09105108405000001","-0.250869885","0.173751573"
"Rodríguez-Echeverría,2013,PE||2013","Rodríguez-Echeverría,2013,PE","2013","H2","1","4","0.4774171841812357","0.009587687695969817","0.476814223","0.476814223","0.322900627","0.642252755"
"Rutten et al. 2016||2016","Rutten et al. 2016","2016","H2","1","24","-0.17101567037982293","0.0024307931271116104","-0.19486169116666666","0.33388460600000003","-0.673344553","0.52582879"
"Rutten et al. 2018||2018","Rutten et al. 2018","2018","H2","1","2","-0.03645784659571012","0.02018552533475026","-0.0507410105","0.1136242625","-0.164365273","0.062883252"
"Schittko et al. 2014||2014","Schittko et al. 2014","2014","H2","1","12","-0.02254671114732225","0.0015816450055959285","-0.005931864333333342","0.15090502050000001","-0.452556716","0.391003257"
"Schittko et al. 2016||2016","Schittko et al. 2016","2016","H1","0","8","0.03894316052471262","0.0010542672008255042","0.055169464249999994","0.08013326925","-0.097242059","0.309994324"
"Schittko et al. 2016||2016","Schittko et al. 2016","2016","H2","1","8","0.14467997332883742","0.0009603188359401619","0.16479227412500003","0.249096971125","-0.287897279","0.641375786"
"Segnitz et al. 2020||2020","Segnitz et al. 2020","2020","H2","1","71","0.026708158783328405","0.0001260808702933579","0.03881439404225352","0.14083797356338026","-0.602671694","0.632416622"
"Shannon et al. 2012||2012","Shannon et al. 2012","2012","H2","1","2","-0.13677014529949197","0.032073899830571545","-0.13604549900000001","0.13604549900000001","-0.166284329","-0.105806669"
"Singh et al. 2020||2020","Singh et al. 2020","2020","H2","1","6","-0.5012060508031971","0.005790176658151406","-0.42362221083333335","0.4885415848333334","-0.873828817","0.194758122"
"Stotz, 2018||2018","Stotz, 2018","2018","H2","1","1","-0.451481345","0.029022843","-0.451481345","0.451481345","-0.451481345","-0.451481345"
"Suding et al. 2004||2004","Suding et al. 2004","2004","H1","0","2","-0.1054988441580558","0.011643840020102103","0.047876378","0.285062286","-0.237185908","0.332938664"
"Suguenza et al. 2006||2006","Suguenza et al. 2006","2006","H2","1","12","-0.07652775234826616","0.0011871963621337667","-0.3157245831666667","0.36075888450000004","-1.338285142","0.090971778"
"Teste et al. 2017||2017","Teste et al. 2017","2017","H2","1","32","-0.10038733158129409","0.0007913732110917233","0.18557127959374997","0.62308668309375","-1.073143873","3.292812306"
"Troelstra et al. 2001||2001","Troelstra et al. 2001","2001","H2","1","4","-0.11218039556266744","0.0011501391013353862","-0.1588149785","0.1588149785","-0.220787838","-0.027956077"
"Uddin et al. 2021||2021","Uddin et al. 2021","2021","H2","1","4","0.9370003804343925","0.0007319342919651681","0.40525062925","0.97560141025","-0.884202417","1.969592634"
"Van der Putten et al. 2007||2007","Van der Putten et al. 2007","2007","H2","1","2","0.6748755823535001","0.10705663363796264","0.7483602055","0.7483602055","0.640801808","0.855918603"
"Van der Stoel et al. 2002||2002","Van der Stoel et al. 2002","2002","H2","1","1","-0.9288695139999998","0.101720737","-0.928869514","0.928869514","-0.928869514","-0.928869514"
"Wagg et al. 2015||2015","Wagg et al. 2015","2015","H2","1","4","0.1983355174263452","0.0006468322676546938","1.6796072130000002","1.6796072130000002","0.035389397","3.545604561"
"Wagner et al. 2011||2011","Wagner et al. 2011","2011","H2","1","10","-0.1981894676649387","0.005766727099905577","-0.2113994307","0.22133672570000001","-0.473252143","0.039062205"
"Werger et al. 2020||2020","Werger et al. 2020","2020","H1","0","8","-0.0029081365513279342","0.006195370860100484","-0.011626903000000008","0.2886116935","-0.653926467","0.573836629"
"Xi et al. 2018||2018","Xi et al. 2018","2018","H2","1","2","-0.43692038052723436","0.0011806006300286037","-0.436196916","0.436196916","-0.610368493","-0.262025339"
"Xiao et al. 2014||2014","Xiao et al. 2014","2014","H2","1","2","0.052043475917810104","0.0026081669171806048","0.4420857485","0.5012162715","-0.059130523","0.94330202"
"Xin et al. 2017||2017","Xin et al. 2017","2017","H2","1","4","-0.033149668639915864","0.00023805725205304398","0.06944721374999999","0.65650713425","-1.174119841","0.93286422"
"Xue,2018,PS||2018","Xue,2018,PS","2018","H2","1","8","-0.4535602430820019","0.0024948611023812724","-0.46009912337500003","0.46009912337500003","-1.468359314","-0.010398707"
"Yelenik,2011||2011","Yelenik,2011","2011","H1","0","20","-0.24285354863901884","0.0036594726126346353","-0.33885481185","0.38424115765","-1.631177899","0.19425939"
"de la Pena et al. 2010||2010","de la Pena et al. 2010","2010","H2","1","5","0.05097401558140297","0.004046884655308427","0.6562566921999999","0.7647027554","-0.220400065","1.686555216"
"van Nuland,2017||2017","van Nuland,2017","2017","H2","1","56","0.16590549565426724","0.002683086398517092","0.1577576389642857","0.35803039853571433","-1.323565865","1.02656902"
"van der Putten et al. 2007||2007","van der Putten et al. 2007","2007","H2","1","1","-0.225779922","0.050329068","-0.225779922","0.225779922","-0.225779922","-0.225779922"
