"permutation","h2_cells","h2_minus_h1"
"107","91","-0.12332613108193101"
"108","91","0.009508382390603143"
"109","91","-0.04230542002276958"
"110","91","-0.04591368955496251"
"111","91","0.09728473554998827"
"112","91","0.13022194198473136"
"113","91","-0.09880132586452513"
"114","91","-0.05412247542747695"
"115","91","-0.012135725238165598"
"116","91","-0.2070498897370852"
"117","91","0.11214234490642688"
"118","91","0.012694606069455947"
"119","91","0.04716900574226903"
"120","91","-0.05546642978486079"
"121","91","-0.07116790501372293"
"122","91","-0.06147088587939485"
"123","91","-0.17039915621644186"
"124","91","-0.06270581353369081"
"125","91","0.029402694633957317"
"126","91","-0.0970318784994994"
"127","91","-0.00031471252180913283"
"128","91","-0.05086048840952762"
"129","91","-0.005543905494991714"
"130","91","0.021058840490780585"
"131","91","-0.10628959669421277"
"132","91","-0.010314323529798526"
"133","91","-0.06157066697221132"
"134","91","-0.028662571129309946"
"135","91","0.11934058696814502"
"136","91","0.0982154830315695"
"137","91","-0.05290648245938657"
"138","91","0.08427136653710299"
"139","91","0.11230885217816201"
"140","91","0.04261092776517863"
"141","91","-0.06035409780714999"
"142","91","0.07430617450017538"
"143","91","-0.07338367171803648"
"144","91","-0.25095742985988373"
"145","91","-0.04372705090532325"
"146","91","0.2265947227557936"
"147","91","-0.0763977391049234"
"148","91","-0.04443406186317728"
"149","91","0.04250790788894337"
"150","91","-0.005831010686318192"
"151","91","-0.029914398774677022"
"152","91","-0.1381160242175256"
"153","91","-0.10737323487940405"
"154","91","-0.10789382219397682"
"155","91","-0.08545074002268441"
"156","91","-0.12465897765218949"
"157","91","-0.07526362364206463"
"158","91","-0.10468014163389035"
"159","91","0.08458440728239942"
"160","91","0.052676734068542994"
"161","91","-0.00911036167120539"
"162","91","-0.08083474923407652"
"163","91","-0.06379192266433897"
"164","91","-0.14228030803231928"
"165","91","0.03456519718329531"
"166","91","0.024257023406609707"
"167","91","-0.05890892336211777"
"168","91","0.17321241136406265"
"169","91","-0.11824907748836407"
"170","91","-0.0034028057043747123"
"171","91","-0.10070854854537727"
"172","91","0.01673161693843904"
"173","91","-0.03412333324473329"
"174","91","-0.08348191527363893"
"175","91","-0.033437441899263606"
"176","91","0.007529479732336026"
"177","91","0.15912077940739633"
"178","91","0.055978937899978064"
"179","91","0.053945583493732754"
"180","91","-0.14485765356980806"
"181","91","-0.07803012280612916"
"182","91","-0.073839279383607"
"183","91","-0.054773466408949534"
"184","91","0.022222959640503994"
"185","91","-0.2728442284621804"
"186","91","-0.08770158930335925"
"187","91","0.035215465897783606"
"188","91","-0.20453121043601621"
"189","91","-0.13388800362354522"
"190","91","-0.14227538780205576"
"191","91","0.03745462979738909"
"192","91","-0.07877066831539808"
"193","91","0.025355947359594934"
"194","91","-0.13361751086881182"
"195","91","-0.012822040142860909"
"196","91","-0.10803797425947358"
"197","91","0.09082055664082968"
"198","91","-0.09911568839925107"
"199","91","-0.006575996755954762"
"200","91","0.17330493955831566"
"201","91","0.13495796291157158"
"202","91","0.08430219421649936"
"203","91","0.005641908439684983"
"204","91","0.20613275289222036"
"205","91","-0.03594975511576425"
"206","91","0.09391116723124797"
"207","91","0.0640562635892315"
"208","91","0.008217909232286887"
"209","91","0.007531683265230289"
"210","91","0.029244258478587266"
"211","91","-0.11176269194357254"
"212","91","0.026111362004520383"
"213","91","0.1091517948511901"
"214","91","0.056670863833688544"
"215","91","-0.032656366249137425"
"216","91","0.024046396656414056"
"217","91","-0.09908685676833844"
"218","91","0.07095512730938078"
"219","91","-0.012473345726884041"
"220","91","-0.017288386846706385"
"221","91","-0.09829984245975514"
"222","91","-0.022425507779303213"
"223","91","-0.09240249034944555"
"224","91","0.12784662636404423"
"225","91","0.02793997309649805"
"226","91","0.12071942602823378"
"227","91","0.009547812577054487"
"228","91","0.01742680077507832"
"229","91","-0.03383104487746676"
"230","91","-0.03484642676603411"
"231","91","-0.025318994547981123"
"232","91","-0.027231894822862306"
"233","91","0.02846048482558029"
"234","91","0.08711695221611046"
"235","91","0.09103215098676799"
"236","91","-0.035539241166441186"
"237","91","0.11395801676816607"
"238","91","0.058826931421061116"
"239","91","-0.16191770787643822"
"240","91","-0.045353838438483916"
"241","91","-0.07465580132059547"
"242","91","-0.051953908629123025"
"243","91","0.1029739997322201"
"244","91","-0.22446627712690378"
"245","91","0.12583593941028118"
"246","91","-0.029460784106658366"
"247","91","-0.0026110548602215943"
"248","91","0.02836132862472754"
"249","91","-0.0034936881918801337"
"250","91","-0.08147000582722239"
"251","91","0.2399143727593502"
"252","91","-0.07822302223348694"
"253","91","-0.08149366383349747"
"254","91","0.03332765839755754"
"255","91","-0.06901231337886621"
"256","91","-0.06112867402059567"
"257","91","0.044124259977249274"
"258","91","0.020484461271921134"
"259","91","-0.1036867117254786"
"260","91","0.07429595464665657"
"261","91","-0.03340658482202453"
"262","91","-0.15911422290910157"
"263","91","-0.07249233544617945"
"264","91","-0.1404610524182691"
"265","91","-0.159170379350275"
"266","91","-0.11185123212356353"
"267","91","0.12171922351340736"
"268","91","-0.03562503340639153"
"269","91","0.08430937750113665"
"270","91","-0.19915906901333272"
"271","91","-0.018163765847086375"
"272","91","-0.164791883747676"
"273","91","-0.006429861526780849"
"274","91","0.03602162964487826"
"275","91","0.04190035130234363"
"276","91","0.07734902899774518"
"277","91","0.035792822360745054"
"278","91","-0.13223854652054556"
"279","91","0.1229109407683476"
"280","91","0.1398207951990382"
"281","91","-0.2133498103704936"
"282","91","-0.03544308077275816"
"283","91","0.010229965189083591"
"284","91","-0.09227589338659965"
"285","91","-0.26703888578443574"
"286","91","-0.08076833428966136"
"287","91","-0.07365869727063294"
"288","91","0.08544388304158103"
"289","91","0.03622074316202462"
"290","91","-0.09461320343685514"
"291","91","0.03614867584562415"
"292","91","-0.14212375671067026"
"293","91","0.13024909893828188"
"294","91","-0.1816992465994105"
"295","91","-0.04612336249116162"
"296","91","-0.07333631809182267"
"297","91","0.0032494660600057607"
"298","91","0.07961269521260814"
"299","91","-0.13159477583610635"
"300","91","-0.06896115837126657"
"301","91","0.18596015158918774"
"302","91","0.09297538291032298"
"303","91","-0.04143159333217528"
"304","91","-0.03421488291054197"
"305","91","-0.10716974006684601"
"306","91","-0.04706481093861473"
"307","91","0.011907449856202993"
"308","91","0.12338558040217926"
"309","91","0.09641620410182156"
"310","91","-0.026854373847467774"
"311","91","-0.07381542358361458"
"312","91","-0.06528757691968855"
"313","91","0.09936722255031992"
"314","91","-0.056170608351399365"
"315","91","0.1281696114752184"
"316","91","-0.01332294084830654"
"317","91","-0.0946297620934092"
"318","91","0.03184230198892335"
"319","91","0.1614449114874939"
"320","91","-0.0736765888221184"
"321","91","0.10140625709824959"
"322","91","0.08636716209396304"
"323","91","-0.13988157018784494"
"324","91","-0.07886758916523558"
"325","91","-0.07335469666414889"
"326","91","-0.026609869350700022"
"327","91","-0.16466402377686976"
"328","91","-0.06999751489246823"
"329","91","0.14235419960782852"
"330","91","0.00857099260740559"
"331","91","-0.14901063537607634"
"332","91","-0.12633938418620708"
"333","91","-0.1963152012261415"
"334","91","-0.08886944940851127"
"335","91","0.09394415367192287"
"336","91","0.04953272703381136"
"337","91","-0.020912077411902638"
"338","91","0.04331074893823562"
"339","91","-0.08591116174732641"
"340","91","0.11685257630786593"
"341","91","0.017710248420303422"
"342","91","0.18434050494925738"
"343","91","-0.013693773663209738"
"344","91","-0.05551028897947676"
"345","91","0.14379451669008572"
"346","91","-0.10933745618301342"
"347","91","-0.07997698845851756"
"348","91","0.1353531540702957"
"349","91","-0.003853211103448651"
"350","91","-0.11801771145894485"
"351","91","0.03933593852577167"
"352","91","0.05900093000739476"
"353","91","0.050327277075601105"
"354","91","0.049418422979668204"
"355","91","0.03412907371453705"
"356","91","-0.25374084200205826"
"357","91","-0.010427733168358546"
"358","91","0.042383539928500295"
"359","91","-0.06871142282228981"
"360","91","0.008523365912960757"
"361","91","0.12881636376529534"
"362","91","-0.08887311582567553"
"363","91","-0.06448498177095263"
"364","91","0.1177334789744398"
"365","91","0.04369749202179518"
"366","91","-0.010006633080427553"
"367","91","-0.08137356345610379"
"368","91","-0.12078391427971481"
"369","91","0.060191230211445484"
"370","91","-0.15181719365515423"
"371","91","0.02926182185840946"
"372","91","0.016088252420492347"
"373","91","0.040026610695997965"
"374","91","0.02799481630254733"
"375","91","-0.1537905763473099"
"376","91","-0.10815932446822506"
"377","91","0.041819116555941456"
"378","91","-0.06503592175976626"
"379","91","-0.07542351564687118"
"380","91","0.08028232658253949"
"381","91","-0.007868573143781721"
"382","91","-0.16535097308506078"
"383","91","0.03345420546736492"
"384","91","0.23717014492554173"
"385","91","0.3150688221167525"
"386","91","-0.11046485563656327"
"387","91","-0.16677172038226193"
"388","91","-0.11982937618208346"
"389","91","-0.11708214731636377"
"390","91","0.012729156938021171"
"391","91","-0.09203941441148145"
"392","91","0.048707452236568693"
"393","91","0.07196704575765535"
"394","91","-0.01305914945810564"
"395","91","-0.017647132483274236"
"396","91","0.06271584492925787"
"397","91","-0.07204043052371405"
"398","91","0.13013819467950058"
"399","91","-0.05349067242549388"
"400","91","-0.08512815114009742"
"401","91","-0.15172501831158916"
"402","91","0.08077985797861709"
"403","91","0.08746946326115869"
"404","91","0.04039978391860487"
"405","91","0.1213790866647445"
"406","91","-0.12485562250954708"
"407","91","-0.06694311569920247"
"408","91","-0.08845376119080038"
"409","91","0.043418178379885965"
"410","91","-0.04276577610455769"
"411","91","-0.05368463923820489"
"412","91","0.1248051847773972"
"413","91","-0.11021095639055319"
"414","91","0.114933134244991"
"415","91","0.0640393181602302"
"416","91","-0.09896506684556548"
"417","91","-0.023037664985064592"
"418","91","0.09480602766096306"
"419","91","0.13045607237910511"
"420","91","-0.008556170029280101"
"421","91","0.045803267225200464"
"422","91","0.022099765389378325"
"423","91","0.030459384994912308"
"424","91","-0.1884809501940769"
"425","91","-0.14177397557407648"
"426","91","0.040303315612916696"
"427","91","-0.007398187488786936"
"428","91","-0.2878080516218105"
"429","91","-0.09158980444439822"
"430","91","-0.11599996142625395"
"431","91","-0.09258288794044002"
"432","91","-0.142261913532921"
"433","91","-0.08781909775740038"
"434","91","0.1356043242263386"
"435","91","-0.11832628187299338"
"436","91","-0.01955780634775679"
"437","91","-0.020816976268025162"
"438","91","0.0339338748820184"
"439","91","0.02454707892029376"
"440","91","-0.23019724919922105"
"441","91","0.18246833547117075"
"442","91","0.12223589680919708"
"443","91","0.05150174104842536"
"444","91","0.12945599480429534"
"445","91","0.10693703078312881"
"446","91","-0.16345261013604415"
"447","91","-0.05045456528232631"
"448","91","0.02201701139346684"
"449","91","-0.12772493052624556"
"450","91","-0.045429281752208686"
"451","91","0.11119685581987164"
"452","91","-0.18349903782560828"
"453","91","0.010419795265959656"
"454","91","-0.024611294676946203"
"455","91","0.0817716723082039"
"456","91","0.08527164091529285"
"457","91","-0.1105052415487122"
"458","91","0.06535962212465603"
"459","91","0.09539907853329559"
"460","91","0.025236279820730824"
"461","91","-0.09760920866368555"
"462","91","0.08801127348690349"
"463","91","0.008944709972506702"
"464","91","-0.14913772167968267"
"465","91","0.015396341605772936"
"466","91","0.09451132543838933"
"467","91","-0.09814852633494339"
"468","91","-0.0416321116127059"
"469","91","0.018280146053349357"
"470","91","-0.17788280495400155"
"471","91","0.06246740096702955"
"472","91","-0.05125796532581268"
"473","91","0.04475922239569079"
"474","91","-0.00451231497719782"
"475","91","0.1846972298543516"
"476","91","-0.06914937167412362"
"477","91","0.09571890310812528"
"478","91","-0.06700275558033553"
"479","91","0.03308711111076003"
"480","91","0.08668324735222886"
"481","91","-0.17475739922819378"
"482","91","0.10980151778380946"
"483","91","-0.03200453195690911"
"484","91","0.05474229582475658"
"485","91","-0.0960140831362016"
"486","91","0.13285089419913357"
"487","91","0.05822680976416507"
"488","91","0.016276996421632654"
"489","91","-0.011806438244288966"
"490","91","-0.12299789468939865"
"491","91","0.06820820415628803"
"492","91","0.165481465190205"
"493","91","-0.09901724065119206"
"494","91","0.11803892784623908"
"495","91","0.06508484091601385"
"496","91","0.014377891827322553"
"497","91","-0.15335400144652658"
"498","91","0.033757197123080805"
"499","91","0.05890990263307047"
"500","91","-0.023835534399558413"
"501","91","-0.013360130900976808"
"502","91","0.008788221830947476"
"503","91","0.06175981581974251"
"504","91","-0.07763243526727692"
"505","91","0.11505944241566946"
"506","91","0.10127332701693575"
"507","91","-0.0891140806862749"
"508","91","-0.04117357055400388"
"509","91","-0.005633003148720685"
"510","91","0.08434524448656895"
"511","91","0.09448666846582533"
"512","91","0.044350302074975013"
"513","91","0.10993731764533793"
"514","91","0.047241740206934606"
"515","91","0.06807003083200532"
"516","91","-0.2431198840696828"
"517","91","-0.02600038522091182"
"518","91","0.04735481299483129"
"519","91","-0.03376798133321333"
"520","91","0.03557573989162846"
"521","91","-0.16203613458013358"
"522","91","-0.06059335738786305"
"523","91","-0.005474291534491951"
"524","91","0.08250763724325899"
"525","91","-0.05570497804012377"
"526","91","0.1959428916821014"
"527","91","0.07151406315648279"
"528","91","-0.08743946911367542"
"529","91","0.04615806441807237"
"530","91","-0.06202687067919893"
"531","91","0.1302521175396934"
"532","91","0.1121164953552051"
"533","91","0.09153970897046933"
"534","91","-0.04510871960515103"
"535","91","0.029554177323324434"
"536","91","-0.023751785626670602"
"537","91","0.11358358299718949"
"538","91","0.0943813757321868"
"539","91","-0.11905162449751153"
"540","91","-0.1753217049520836"
"541","91","0.14180478452718456"
"542","91","-0.11010420166871146"
"543","91","-0.19183133222063317"
"544","91","-0.0578446498485366"
"545","91","-0.26388114501366333"
"546","91","0.022579649236825965"
"547","91","-0.15035942497737265"
"548","91","-0.10553730543580593"
"549","91","0.02910729932735646"
"550","91","-0.13263080792453874"
"551","91","0.15607164467587878"
"552","91","0.021431121533633662"
"553","91","0.0840211359355615"
"554","91","0.010586399326856986"
"555","91","-0.06445087435029838"
"556","91","0.06662253174435451"
"557","91","0.05005000523332277"
"558","91","-0.0291668315808913"
"559","91","0.09006299140658341"
"560","91","-0.1458239066871849"
"561","91","0.3120128098958584"
"562","91","-0.020303651356028914"
"563","91","0.09172886163680274"
"564","91","0.09591601815917411"
"565","91","0.02129887015092051"
"566","91","-0.052132151867788266"
"567","91","-0.03304731831793854"
"568","91","0.05973177463815583"
"569","91","0.09894659481486774"
"570","91","0.08586606613356204"
"571","91","0.003604168740726596"
"572","91","0.07408424145474911"
"573","91","-0.04381202658975201"
"574","91","-0.06603063149367677"
"575","91","-0.009384940082873655"
"576","91","-0.027710916190226254"
"577","91","-0.006122532734510802"
"578","91","0.07596207807208903"
"579","91","-0.05781219304477326"
"580","91","-0.13607820385066108"
"581","91","-0.049763653154353"
"582","91","0.012804754289359127"
"583","91","-0.11661668351337103"
"584","91","0.12545668213484332"
"585","91","-0.09240660365951066"
"586","91","0.13685733879231066"
"587","91","0.0015101486731129814"
"588","91","-0.09998528505455935"
"589","91","0.0649777638958042"
"590","91","-0.012727858941425379"
"591","91","-0.1595520623086781"
"592","91","-0.050243006011120486"
"593","91","0.07454349945265712"
"594","91","-0.033300809584070765"
"595","91","0.043766919813215614"
"596","91","0.15444243079572587"
"597","91","-0.09706286970391811"
"598","91","-0.03666939920973043"
"599","91","0.14138332333713616"
"600","91","0.038220650315766734"
"601","91","0.04418477675251315"
"602","91","-0.07375629983723993"
"603","91","-0.05340099921124638"
"604","91","-0.014695441594057439"
"605","91","0.03838631277138511"
"606","91","0.09577679373963184"
"607","91","0.08808198367772839"
"608","91","-0.04977348303047953"
"609","91","0.022882054565140093"
"610","91","-0.007093053961474895"
"611","91","-0.04765850930861954"
"612","91","-0.0659046553921991"
"613","91","-0.22245589824122775"
"614","91","0.04966068612857286"
"615","91","0.048346041467763834"
"616","91","-0.03858816736860361"
"617","91","-0.04163736447864974"
"618","91","0.030700830249792796"
"619","91","0.08382589479445485"
"620","91","0.05202649767094337"
"621","91","-0.04105854623653622"
"622","91","0.0002934030250424965"
"623","91","-0.0019483283589134647"
"624","91","0.1371535357640759"
"625","91","-0.009532481981703558"
"626","91","-0.010882395225855993"
"627","91","-0.0062267124341962585"
"628","91","-0.15866592594117246"
"629","91","-0.14842461885290084"
"630","91","0.07941646870234847"
"631","91","0.036368036161650796"
"632","91","0.018499140439395247"
"633","91","-0.200364534134976"
"634","91","-0.02957358891279559"
"635","91","-0.03804194503842982"
"636","91","-0.035485831952211326"
"637","91","-0.12882435852712681"
"638","91","-0.013520877638379622"
"639","91","0.14001695019959876"
"640","91","-0.003985660926036702"
"641","91","-0.05192730747290753"
"642","91","-0.11381525755895189"
"643","91","0.09226352737886329"
"644","91","0.10208774176829367"
"645","91","-0.018411658936028284"
"646","91","0.07752074302754215"
"647","91","0.13006517611771748"
"648","91","0.141270541732872"
"649","91","0.04290275314836999"
"650","91","0.006738288096804502"
"651","91","-0.07965624582696273"
"652","91","-0.0048434599213883775"
"653","91","0.08104132662511608"
"654","91","-0.13486567376116473"
"655","91","-0.10637569334816425"
"656","91","-0.0866671652657246"
"657","91","0.07676246476410072"
"658","91","-0.05068443640192715"
"659","91","-0.12950143246627915"
"660","91","0.02980333067342409"
"661","91","0.05324772398798644"
"662","91","-0.2047967911878793"
"663","91","-0.004270268166887264"
"664","91","0.07886936193422234"
"665","91","-0.0025180351572138835"
"666","91","-0.02366274085438906"
"667","91","-0.014649985075758274"
"668","91","-0.06439770815531567"
"669","91","-0.018878922836184208"
"670","91","-0.268418420219196"
"671","91","-0.0642825538281931"
"672","91","-0.040656749842398504"
"673","91","0.06680099833205737"
"674","91","0.0340690099431755"
"675","91","-0.04912116973591341"
"676","91","-0.08895176521360422"
"677","91","-0.03315195669563115"
"678","91","-0.025055441495359352"
"679","91","0.0018843299630334845"
"680","91","0.15970938887322"
"681","91","0.06033891716587691"
"682","91","-0.04282345855868004"
"683","91","0.1340378801517108"
"684","91","0.015668830662026994"
"685","91","0.052053071334519856"
"686","91","-0.09133140595013706"
"687","91","-0.24381440320655023"
"688","91","0.05889646022033713"
"689","91","0.03698522398894508"
"690","91","0.11571141892761527"
"691","91","-0.0054982958323523705"
"692","91","-0.14587961892220594"
"693","91","-0.15406874105644394"
"694","91","0.10296520350193708"
"695","91","0.0007629116243214915"
"696","91","-0.12789829600064362"
"697","91","0.07376470262040945"
"698","91","0.041352676968661996"
"699","91","-0.22444478540923202"
"700","91","-0.09239183632966981"
"701","91","0.09780824589146296"
"702","91","-0.08686397155085356"
"703","91","-0.009339023878276587"
"704","91","-0.11441463675529782"
"705","91","-0.19779619081468552"
"706","91","-0.12682241770434224"
"707","91","-0.007955119795368852"
"708","91","-0.1321318703556879"
"709","91","-0.21085073315096564"
"710","91","-0.04865616492749429"
"711","91","0.09632913860833663"
"712","91","0.15214422523638607"
"713","91","-0.0066101631747292975"
"714","91","0.14888948823398473"
"715","91","-0.07929997202623981"
"716","91","0.2463056922561149"
"717","91","0.08100278294404954"
"718","91","0.053923423089884535"
"719","91","0.06159522089764951"
"720","91","-0.09671874041371147"
"721","91","-0.3326980245054526"
"722","91","0.10175446494609539"
"723","91","0.1279981739665175"
"724","91","-0.04314471796365741"
"725","91","-0.17161740727855027"
"726","91","-0.09270679678016942"
"727","91","-0.03610879353706605"
"728","91","0.053323831972898104"
"729","91","0.04100657034491647"
"730","91","0.18977759362182248"
"731","91","-0.05189944265814152"
"732","91","-0.03414413598293015"
"733","91","-0.045327499066104414"
"734","91","0.04123215488938757"
"735","91","0.09078146088908413"
"736","91","-0.012822441827192893"
"737","91","-0.004918698756128737"
"738","91","-0.045654229026180826"
"739","91","-0.02130972060453942"
"740","91","0.02880960970397275"
"741","91","-0.0024589826922520163"
"742","91","-0.24179400607037038"
"743","91","0.14419393857344684"
"744","91","-0.019563010835642276"
"745","91","0.192050679900144"
"746","91","-0.21476050630336857"
"747","91","0.024559368457992933"
"748","91","0.026571774909636723"
"749","91","0.11225275600499358"
"750","91","-0.07179566315665205"
"751","91","0.04213471253484882"
"752","91","0.12336648356793313"
"753","91","-0.03994894469341676"
"754","91","0.10635563436663696"
"755","91","-0.15939904512669953"
"756","91","-0.004385052366749202"
"757","91","0.0753236963076532"
"758","91","0.023036999017762592"
"759","91","0.04925689312691281"
"760","91","0.07453948528927075"
"761","91","0.006737584813112387"
"762","91","-0.1618385719204085"
"763","91","-0.08626710421340221"
"764","91","0.07942027348117366"
"765","91","-0.05578480192093306"
"766","91","0.043791878148317386"
"767","91","0.12826464163701176"
"768","91","0.18392995926132483"
"769","91","0.03104807505854315"
"770","91","-0.11129469774065415"
"771","91","-0.17461912396521076"
"772","91","-0.11276387177342115"
"773","91","0.07630229496559339"
"774","91","-0.15653130725213357"
"775","91","-0.06922749853694904"
"776","91","0.016330289554035995"
"777","91","0.052995410677886164"
"778","91","0.16603498618449208"
"779","91","-0.06827428856733483"
"780","91","0.08935092127987863"
"781","91","-0.013788568005953628"
"782","91","0.11922582476989409"
"783","91","0.014421402165121498"
"784","91","0.13840055437824333"
"785","91","0.011255452566688208"
"786","91","0.001902060162564544"
"787","91","0.0449401884632595"
"788","91","0.11299413043880956"
"789","91","-0.01760194307793028"
"790","91","-0.0050097309469871905"
"791","91","0.19377653600503614"
"792","91","0.013355852938357062"
"793","91","-0.2968263728970955"
"794","91","-0.010086918630973921"
"795","91","-0.09618256293353314"
"796","91","-0.059590071243428626"
"797","91","0.11228518494520996"
"798","91","-0.0613433074372462"
"799","91","0.20121824496294477"
"800","91","0.1294488077779642"
"801","91","-0.08968021359117959"
"802","91","-0.017490679315002988"
"803","91","-0.13166168326673452"
"804","91","-0.10440433277998565"
"805","91","-0.10745561639541054"
"806","91","-0.022529243739765305"
"807","91","0.02319227007748933"
"808","91","-0.21854090209966012"
"809","91","-0.0651967198311791"
"810","91","-0.003636312430064174"
"811","91","-0.02641160256499461"
"812","91","-0.030963150810535203"
"813","91","0.26644977811844034"
"814","91","0.10598533922180622"
"815","91","0.12158738010342614"
"816","91","0.12167417689000218"
"817","91","-0.056651645468329355"
"818","91","-0.0794473894527129"
"819","91","-0.03375510091671275"
"820","91","0.015419002300927204"
"821","91","-0.08984069758403972"
"822","91","-0.0680816720128516"
"823","91","-0.012670056452794816"
"824","91","0.118345852824572"
"825","91","-0.18474578579078646"
"826","91","0.0914855513173813"
"827","91","0.13828317126163311"
"828","91","0.024270276636875976"
"829","91","0.10092703790814969"
"830","91","0.04926441625636135"
"831","91","0.08658271178084552"
"832","91","-0.051160190342097726"
"833","91","0.05210347551056338"
"834","91","-0.01787316335876932"
"835","91","-0.04990998446833369"
"836","91","0.00039849722098462"
"837","91","0.08693675966761283"
"838","91","-0.10662326123838499"
"839","91","0.026215596108927486"
"840","91","0.07109936300061176"
"841","91","0.08418442606334568"
"842","91","-0.013240671900320194"
"843","91","0.11110218597255614"
"844","91","-0.06737863409060882"
"845","91","0.0030041853807078406"
"846","91","-0.0180058250667476"
"847","91","0.025314714121202907"
"848","91","-0.04394178743802742"
"849","91","-0.2247589338035987"
"850","91","0.038069104891907034"
"851","91","-0.06119184419431654"
"852","91","0.045681909807162094"
"853","91","-0.07477170592876528"
"854","91","0.010116385265731016"
"855","91","0.015935426883054837"
"856","91","-0.007674728027070377"
"857","91","0.07826729651870769"
"858","91","-0.0896950384803628"
"859","91","-0.21087870890544747"
"860","91","0.07976325575740194"
"861","91","-0.053491679440502066"
"862","91","-0.21447609341424395"
"863","91","-0.20409189544052303"
"864","91","0.2714600576211116"
"865","91","-0.12426054611882349"
"866","91","0.20876837895893377"
"867","91","-0.19776376088449713"
"868","91","-0.10782165508030532"
"869","91","0.02577140530269115"
"870","91","0.07771821462491951"
"871","91","-0.10201473711108633"
"872","91","-0.19823433730582668"
"873","91","-0.049619765533048435"
"874","91","-0.02680174709858343"
"875","91","0.03364221583363002"
"876","91","-0.11144292821098468"
"877","91","-0.08782318968834406"
"878","91","0.09850678753091359"
"879","91","-0.16563106274123154"
"880","91","0.0005682703288013066"
"881","91","0.14496096947285855"
"882","91","0.056103810194172384"
"883","91","-0.021981540505510464"
"884","91","0.0894169719236135"
"885","91","-0.1845387670920384"
"886","91","-0.005088292149727263"
"887","91","0.09177647331758218"
"888","91","-0.00695729029949244"
"889","91","0.09593138017090488"
"890","91","-0.1030381883830845"
"891","91","-0.11240811404855132"
"892","91","-0.10226466951232549"
"893","91","0.006764115586457882"
"894","91","-0.24915441077990771"
"895","91","0.07663599311328426"
"896","91","-0.049627518543557535"
"897","91","0.008398102111124803"
"898","91","-0.02801617914943318"
